143666	!	matches English !; final clause is an exclamation/urgent command or warning
143909	!	matches English !; final clause is an exclamation/urgent command or warning
144152	!	matches English !; final clause is an exclamation/urgent command or warning
144404	!	matches English !; final clause is an exclamation/urgent command or warning
144674	!	matches English !; final clause is an exclamation/urgent command or warning
144917	!	matches English !; final clause is an exclamation/urgent command or warning
145169	!	matches English !; final clause is an exclamation/urgent command or warning
145421	!	matches English !; final clause is an exclamation/urgent command or warning
145664	!	matches English !; final clause is an exclamation/urgent command or warning
145907	!	matches English !; final clause is an exclamation/urgent command or warning
146150	!	matches English !; final clause is an exclamation/urgent command or warning
146402	!	matches English !; final clause is an exclamation/urgent command or warning
146681	!	matches English !; final clause is an exclamation/urgent command or warning
155636	!	matches English !; final clause is an exclamation/urgent command or warning
155879	!	matches English !; final clause is an exclamation/urgent command or warning
156140	!	matches English !; final clause is an exclamation/urgent command or warning
156383	!	matches English !; final clause is an exclamation/urgent command or warning
156626	!	matches English !; final clause is an exclamation/urgent command or warning
156869	!	matches English !; final clause is an exclamation/urgent command or warning
157139	!	matches English !; final clause is an exclamation/urgent command or warning
157400	!	matches English !; final clause is an exclamation/urgent command or warning
157652	!	matches English !; final clause is an exclamation/urgent command or warning
157895	!	matches English !; final clause is an exclamation/urgent command or warning
158147	!	matches English !; final clause is an exclamation/urgent command or warning
158426	!	matches English !; final clause is an exclamation/urgent command or warning
158669	!	matches English !; final clause is an exclamation/urgent command or warning
158921	!	matches English !; final clause is an exclamation/urgent command or warning
159164	!	matches English !; final clause is an exclamation/urgent command or warning
159425	!	matches English !; final clause is an exclamation/urgent command or warning
159668	!	matches English !; final clause is an exclamation/urgent command or warning
159911	!	matches English !; final clause is an exclamation/urgent command or warning
160172	!	matches English !; final clause is an exclamation/urgent command or warning
160424	!	matches English !; final clause is an exclamation/urgent command or warning
160676	!	matches English !; final clause is an exclamation/urgent command or warning
160928	!	matches English !; final clause is an exclamation/urgent command or warning
161171	!	matches English !; final clause is an exclamation/urgent command or warning
161432	!	matches English !; final clause is an exclamation/urgent command or warning
161675	!	matches English !; final clause is an exclamation/urgent command or warning
161945	!	matches English !; final clause is an exclamation/urgent command or warning
162188	!	matches English !; final clause is an exclamation/urgent command or warning
162440	!	matches English !; final clause is an exclamation/urgent command or warning
162683	!	matches English !; final clause is an exclamation/urgent command or warning
162926	!	matches English !; final clause is an exclamation/urgent command or warning
163169	!	matches English !; final clause is an exclamation/urgent command or warning
163412	!	matches English !; final clause is an exclamation/urgent command or warning
163664	!	matches English !; final clause is an exclamation/urgent command or warning
163916	!	matches English !; final clause is an exclamation/urgent command or warning
164159	!	matches English !; final clause is an exclamation/urgent command or warning
164411	!	matches English !; final clause is an exclamation/urgent command or warning
164654	!	matches English !; final clause is an exclamation/urgent command or warning
164897	!	matches English !; final clause is an exclamation/urgent command or warning
165140	!	matches English !; final clause is an exclamation/urgent command or warning
165410	!	matches English !; final clause is an exclamation/urgent command or warning
165662	!	matches English !; final clause is an exclamation/urgent command or warning
175733	!	matches English !; final clause is an exclamation/urgent command or warning
176309	!	matches English !; final clause is an exclamation/urgent command or warning
210563	.	declarative like English; sentence ends on a detached suffix fragment -ydi (content issue, not punctuation)
210806	.	declarative like English; sentence ends on a detached suffix fragment -tı (content issue, not punctuation)
211049	.	declarative like English; sentence ends on a detached suffix fragment -taydı (content issue, not punctuation)
231794	?	direct question like English (question word nerede)
