21894|OK
21920|OK
21981|OK
22002|OK
22018|OK
22058|OK
22062|OK
22097|OK
22120|OK
22228|OK
22300|OK
22362|OK
22420|OK
22468|OK
22642|OK
22671|OK
22686|OK
22785|OK
22835|OK
22846|OK
22881|OK
22927|OK
22960|OK
23004|OK
23033|OK
23088|OK
23099|OK
23199|OK
23259|OK
23337|OK
23425|OK
23476|OK
23519|NO|'muy con cuidado' ungrammatical
23528|OK
23589|OK
23638|OK
23699|OK
23705|OK
23720|OK
23757|OK
23812|OK
23815|OK
23985|OK
24121|OK
24229|OK
24252|OK
24259|OK
24284|OK
24308|OK
24395|OK
24425|OK
24429|OK
24484|OK
24501|NO|'muy con cuidado' ungrammatical
24512|OK
24568|OK
24603|OK
24635|OK
24644|OK
24664|OK
24697|OK
24730|OK
24744|OK
24789|OK
24838|OK
24869|OK
24893|OK
24923|OK
24952|OK
24958|OK
25064|OK
25227|OK
25234|OK
25268|OK
25327|OK
25401|NO|ellos clashes with singular 'está'
25419|OK
25473|OK
25500|OK
25539|OK
25622|OK
25705|OK
25727|OK
25731|OK
25782|OK
25894|OK
25926|OK
25954|OK
26017|NO|generic you: explicit tú loses impersonal reading
26061|OK
26115|OK
26142|OK
26159|OK
26169|OK
26207|OK
26223|OK
26253|OK
26255|OK
26277|OK
26284|OK
26337|OK
26362|OK
26420|OK
26493|OK
26708|OK
26759|OK
26787|OK
26924|OK
26959|OK
26986|OK
27119|OK
27140|OK
27224|OK
27273|OK
27303|OK
27327|OK
27345|OK
27364|OK
27382|OK
27412|OK
27437|OK
27472|OK
27752|OK
27773|OK
27912|OK
27964|OK
27978|OK
27995|OK
28094|OK
28117|OK
28144|NO|double 'ella' redundant and unnatural
28179|OK
28304|OK
28429|OK
28446|OK
28502|OK
28519|OK
28545|OK
28571|OK
28625|OK
28636|OK
28770|OK
28820|NO|missing article: 'el domingo por la mañana'
28854|OK
29132|OK
29171|OK
29199|OK
29203|OK
29234|OK
29315|OK
29426|OK
29556|OK
29566|OK
29661|OK
29674|OK
29693|OK
29697|OK
29880|OK
30017|OK
30029|OK
30071|OK
30116|OK
30182|OK
30250|OK
30295|OK
30366|OK
30395|OK
30427|OK
30475|OK
30792|OK
30820|OK
30835|OK
30860|OK
30862|OK
30946|OK
31058|OK
31119|OK
31135|OK
31156|OK
31197|OK
31267|NO|'al la puesta' ungrammatical
31293|OK
31319|OK
31432|OK
31457|OK
31537|NO|missing article: 'el lunes por la mañana'
31552|OK
31650|OK
31678|OK
31708|OK
31742|OK
31761|OK
31773|NO|'Yo no voy a mentir' breaks fixed phrase
31832|OK
31870|OK
32062|OK
32078|OK
32116|OK
32273|OK
32308|OK
32459|OK
32474|OK
32495|OK
32540|OK
32567|NO|missing article: 'el lunes'
32602|OK
32606|OK
32609|OK
