cz	1638	69	„to censor“ znamená úředně skrýt části textu před čtenáři
cz	1677	69	„champagne“ znamená šumivé bílé víno, které se otevírá na oslavách
cz	1716	69	„nest“ znamená slaměné lůžko, které si pták udělá, aby seděl na vejcích
cz	1755	69	„chicken drumstick“ znamená dolní část kuřecího stehna, kterou sníš
cz	1793	69	„dumpling“ znamená malá kulička z těsta s náplní, vařená v páře
cz	1833	69	„citizen“ znamená člověk, který právně patří k zemi
cz	1871	69	„citizenship“ znamená právní status příslušnosti k zemi
cz	1911	69	„cleats“ znamená sportovní obuv s kolíky na trávu
cz	1950	69	„clinic“ znamená malé zdravotní středisko bez hospitalizace
cz	1989	69	„coal“ znamená černý nerost, který se pálí kvůli teplu
cz	2028	69	„cocktail“ znamená míchaný nápoj s ovocem a ledem v šejkru
cz	2065	67	Kamarádka se podívá na prázdný hrnek a pokrčí rameny: „Dobře, udělám nám ještě jedno kakao.“
cz	2066	69	„to comfort“ znamená udělat to, aby se smutnému člověku ulevilo
cz	2105	69	„to command“ znamená dát někomu rozkaz, který musí poslechnout
cz	2144	69	„to commute“ znamená pravidelně cestovat mezi domovem a prací
cz	2184	69	„constitution“ znamená základní psaný zákon státu
cz	2223	69	„convoy“ znamená skupina vozidel, která jedou spolu
cz	2261	69	„courage“ znamená schopnost jednat, i když se bojíš
cz	2300	69	„cramp“ znamená náhlé bolestivé stažení svalu
cz	2340	69	„cruise“ znamená dovolenková cesta na velké lodi
cz	2379	69	„crutch“ znamená hůl pod paži, která pomáhá chodit
cz	2398	49	„Já jsem vůbec nic necítil.“ - „Ani celník, dokud jí neotevřel kufr.“
cz	2417	69	„customs“ znamená hraniční kontrola toho, co vezeš do země
cz	2437	49	„Bojím se tmy.“ - „Taky já, a tenhle dům je dvě stě let starý.“
cz	2456	69	„darkness“ znamená stav, kdy není žádné světlo
cz	2496	69	„dart“ znamená malá špičatá šipka, kterou házíš do kulatého terče
cz	2535	69	„designing“ znamená plánování, jak bude něco vypadat, ještě před výrobou
cz	2573	69	„despair“ znamená pocit, kdy ztratíš veškerou naději
cz	2613	69	„diamond“ znamená velmi tvrdý, třpytivý kámen používaný ve špercích
cz	2614	31	Herec mával mečem po palubě, když režisérka konečně zakřičela „Střih!“
cz	2630	47	Pirát pokračoval v mávání mečem ještě dlouho poté, co režisérka řekla „Střih!“
cz	2632	49	„Herec byl vyčerpaný.“ - „Režisérka taky, po devíti záběrech jedné scény.“
cz	2652	69	„director“ znamená člověk, který vede film a řídí herce
cz	2690	69	„to disappoint“ znamená způsobit někomu smutek tím, že neuděláš, v co doufal
cz	2729	69	„disappointed“ znamená smutný, protože něco nebylo tak dobré, jak jsi doufal
cz	2769	69	„to dislocate“ znamená vytlačit kost z jejího normálního místa v kloubu
cz	2808	69	„to fetch“ znamená běžet za něčím a přinést to zpátky
cz	2846	69	„draw“ znamená výsledek, při kterém nevyhraje ani jedna strana
cz	2886	69	„dropper“ znamená malá skleněná trubička s balónkem na podávání kapek
cz	2925	69	„edge“ znamená čára nebo hranice, kde plocha nebo předmět končí
cz	2963	69	„eerie“ znamená zvláštní a trochu děsivý, takovým tichým znepokojivým způsobem
cz	3003	69	„to emerge“ znamená vynořit se zevnitř nebo zpod něčeho a stát se viditelným
cz	3042	69	„squat“ znamená cvik: pokrč kolena a pak se zase postav
cz	3081	69	„to exert“ znamená vynaložit hodně fyzické námahy nebo síly
cz	3120	69	„eyeliner“ znamená kosmetická tužka na kreslení linky podél okraje víčka
cz	3159	69	„eyeshadow“ znamená barevný pudrový make-up, který se nanáší na víčka
cz	3198	69	„fabric“ znamená látkový materiál, ze kterého se šije oblečení
cz	3236	69	„face mask“ znamená krémový přípravek, který na tváři zaschne
cz	3275	69	„fear“ znamená špatný pocit, když se něco zdá nebezpečné
cz	3277	31	Mikrofon na tyči visel těsně nad její hlavou, když režisérka zakřičela 'Akce!'
cz	3315	69	„filmmaking“ znamená práce, při které se natáčejí a vyrábějí filmy
cz	3353	69	„fitting room“ znamená kabinka se závěsem, kde si zkoušíte oblečení
cz	3393	69	„foul“ znamená nedovolený zákrok proti jinému hráči
cz	3432	69	„free kick“ znamená kop, který tým dostane po faulu
cz	3471	69	„frost“ znamená tenká bílá vrstva ledových krystalků na všem
cz	3509	69	„gambling“ znamená hraní her o peníze s nadějí, že vyhraješ ještě víc
cz	3549	69	„to grab“ znamená rychle a pevně něco chytit
cz	3587	69	„gossip“ znamená šťavnaté řeči o soukromí jiných lidí
cz	3627	69	„race car“ znamená velmi rychlé auto postavené na závody na okruhu
cz	3666	69	„wilderness“ znamená divoké přírodní území, kde nikdo nežije
cz	3705	69	„sunrise“ znamená okamžik, kdy ráno slunce vyjde
cz	3743	69	„videoblog“ znamená videodeník, který si někdo natáčí, aby ho sdílel online
cz	3782	69	„journey“ znamená cestování na velkou vzdálenost z jednoho místa na druhé
cz	3822	69	„security camera“ znamená kamera, která snímá dům, aby byl v bezpečí
cz	3861	69	„hygiene“ znamená udržování těla v čistotě, abys zůstal zdravý
cz	3900	69	„iron“ znamená pevný šedý kov, se kterým pracuje kovář
cz	3938	69	„keychain“ znamená malý kroužek nebo přívěsek, který drží klíče pohromadě
cz	3978	69	„teamwork“ znamená dva nebo více lidí, kteří spolu něco zvládnou
cz	4017	69	„logo“ znamená malý symbol nebo znak, který zastupuje firmu
cz	4056	69	„mannequin“ znamená figurína v životní velikosti, která v obchodě vystavuje oblečení
cz	4095	69	„meadow“ znamená pole divoké trávy a květin
cz	4133	69	„memory“ znamená něco z minulosti, co si pamatuješ
cz	4172	69	„mind“ znamená ta část tebe, která myslí a plánuje
cz	4212	69	„moss“ znamená měkká zelená rostlina, která pokrývá skály a stromy jako koberec
cz	4231	49	„U toho posledního pohybu jsem se strašně bála.“ - „Já taky, mně se na matraci potily ruce.“
cz	4251	69	„to overcome“ znamená uspět proti něčemu, co tě brzdí
cz	4290	69	„to overflow“ znamená když tekutina stoupne přes okraj a vyteče ven
cz	4328	69	„panic“ znamená náhlý silný strach, který ti brání jednat klidně
cz	4368	69	„power bank“ znamená přenosná baterie, kterou nosíš na nabíjení telefonu
cz	4387	49	„Ani na vteřinu jsem jí nevěřil.“ - „Já taky ne, a teď se podívej na moje boty.“
cz	4407	69	„to predict“ znamená říct, co se stane, dřív než se to stane
cz	4445	69	„to prove“ znamená ukázat, že něco je pravda, tím, že to předvedeš
cz	4485	69	„to lower“ znamená pomalu spouštět něco dolů na laně
cz	4503	48	„Ta jizva na tvé holeni není od žraloka, že jo?“ - „Je od skateboardu.“
cz	4504	49	„Tahle je od horké pánve.“ - „Stejně tak moje, koukej, celá po ruce.“
cz	4524	69	„scar“ znamená trvalá stopa na kůži po zahojené ráně
cz	4562	69	„to scold“ znamená naštvaně někomu vynadat za chybu
cz	4602	69	„screw“ znamená kovový kolík se závitem, který se zašroubuje do dřeva
cz	4641	69	„screwdriver“ znamená ruční nářadí s tvarovaným hrotem na otáčení šroubů
cz	4659	48	„V téhle hale ji nemůže rozptýlit nic, že?“
cz	4660	49	„Při tom hluku za zády bych nedokázal přemýšlet.“ - „Já taky ne, a to se jen dívám.“
cz	4679	69	„to distract“ znamená odvést někomu pozornost od jeho úkolu
cz	4719	69	„basin“ znamená široká kulatá nádoba, kterou naplníš vodou na mytí
cz	4726	37	„Někdo ho převrátil!“ - „Uklidni se, pomůžu ti s tím pojistným formulářem.“
cz	4757	69	„shock“ znamená náhlé rozrušení, když tě něco špatného zaskočí
cz	4797	69	„to shrink“ znamená zmenšit se, jako oblečení vyprané na příliš vysoké teplotě
cz	4804	37	„Pěna je všude!“ - „Klid, potom uklidím celý dvůr.“
cz	4836	69	„suds“ znamená bílé bublinky, které mýdlo dělá ve vodě
cz	4874	69	„socket“ znamená otvor ve zdi, do kterého zapojuješ věci
cz	4914	69	„spine“ znamená sloupec kostí uprostřed zad
cz	4952	69	„stepbrother“ znamená syn nového manžela nebo manželky tvého rodiče
cz	4992	69	„surface“ znamená rovná horní vrstva něčeho, které se můžeš dotknout
cz	5031	69	„tablecloth“ znamená látka rozprostřená na stůl, aby ho zakryla
cz	5070	69	„thermometer“ znamená přístroj, který měří teplotu
cz	5108	69	„to extend“ znamená udělat něco delší nebo větší
cz	5147	69	„wardrobe“ znamená vysoká skříň, ve které visí a skladuje se oblečení
cz	5187	69	„wig“ znamená umělé vlasy, které si dáváš na hlavu
cz	5225	69	„yawning“ znamená široce otevírat ústa a nadechnout se, když jsi unavený
cz	5228	69	„alley“ znamená velmi úzká ulice mezi budovami
cz	5230	69	„attic“ znamená místnost pod střechou, kde se skladují věci
cz	5232	69	„billboard“ znamená obrovská tabule nad ulicí, na kterou se lepí reklamy
cz	5234	69	„trowel“ znamená ploché ruční nářadí na roztírání cementu nebo malty
cz	5235	69	„calf“ znamená silný sval na zadní straně bérce
cz	5237	69	„dizziness“ znamená nevolný pocit, že se všechno točí
cz	5240	69	„arc“ znamená zakřivená čára nebo dráha ve tvaru části kruhu
cz	5242	69	„fellow“ znamená muž; přátelské neformální slovo pro chlapa
cz	5244	69	„human“ znamená osoba; příslušník lidstva
cz	5245	69	„nation“ znamená velká skupina, která sdílí zemi a identitu
cz	5248	69	„enormous“ znamená mimořádně velký
cz	5250	69	„diverse“ znamená mnoha různých druhů
cz	5252	69	„archway“ znamená zaoblený otvor ve zdi, kterým projdeš
cz	5254	69	„monk“ znamená zbožný muž, který žije skromně
cz	5256	69	„pyramid“ znamená obrovská starověká stavba s trojúhelníkovými stěnami
cz	5258	69	„fan“ znamená skládací předmět, kterým máváš, abys rozproudil vzduch
cz	5260	69	„abandoned“ znamená prázdný a už nepoužívaný
cz	5262	69	„agent“ znamená člověk, který vyřizuje záležitosti za druhé
cz	5264	69	„air conditioner“ znamená stroj, který ochlazuje vzduch v místnosti
cz	5266	69	„aisle“ znamená úzká cestička mezi řadami regálů
cz	5268	69	„alien“ znamená pocházející z jiné planety, ne ze Země
cz	5270	69	„alpaca“ znamená vlnaté hospodářské zvíře s dlouhým krkem
cz	5272	69	„altar“ znamená vyvýšený stůl, u kterého se lidé modlí
cz	5274	69	„anatomy“ znamená nauka o tom, jak je tělo uvnitř postavené
cz	5276	69	„ancient“ znamená velmi starý, z doby před tisíci lety
cz	5278	69	„android“ znamená robot postavený tak, aby vypadal jako člověk
cz	5280	69	„angel“ znamená svatá okřídlená bytost, která chrání lidi
cz	5282	69	„anonymous“ znamená se skrytým jménem i tváří
cz	5284	69	„antique“ znamená starý, cenný a z dřívější doby
cz	5286	69	„antlers“ znamená rozvětvené rohy na hlavě jelena
cz	5288	69	„aquarium“ znamená skleněná nádrž s vodou, ve které žijí ryby
cz	5290	69	„arch“ znamená zakřivená konstrukce nad otvorem
cz	5292	69	„archer“ znamená člověk, který střílí z luku šípy
cz	5294	69	„architect“ znamená člověk, jehož prací je navrhovat budovy
cz	5296	69	„architecture“ znamená umění a styl navrhování budov
cz	5298	69	„to argue“ znamená vztekle se s někým bavit, když nesouhlasíte
cz	5300	69	„arm in arm“ znamená jít zavěšený do ruky druhého člověka
cz	5302	69	„armchair“ znamená velká měkká židle s opěrkami na ruce
cz	5304	69	„armor“ znamená kovové oblečení, které chrání bojovníka
cz	5306	69	„army“ znamená velká skupina vojáků, kteří bojují společně
cz	5308	69	„artificial intelligence“ znamená počítačové systémy, které myslí a učí se
cz	5310	69	„asteroid“ znamená kámen, který letí vesmírem
cz	5312	69	„astronaut“ znamená člověk v hermetickém skafandru, který cestuje vesmírem
cz	5314	69	„astronomer“ znamená vědec, který zkoumá hvězdy a planety
cz	5316	69	„audience“ znamená lidé, kteří sledují představení nebo přednášku
cz	5318	69	„axe“ znamená nástroj s těžkým ostřím na štípání
cz	5320	69	„backyard“ znamená soukromá travnatá plocha za domem
cz	5322	69	„baggage claim“ znamená místo na letišti, kde si vyzvedneš kufry
cz	5324	69	„to balance“ znamená udržet něco pevně, aby to nespadlo
cz	5326	69	„balcony“ znamená otevřená plošina se zábradlím na budově
cz	5328	69	„bald“ znamená bez vlasů na hlavě
cz	5330	69	„ballerina“ znamená dívka, která tančí balet na špičkách
cz	5332	69	„ballet“ znamená klasický tanec s ladnými pózami
cz	5334	69	„band“ znamená skupina lidí, kteří spolu hrají hudbu
cz	5336	69	„bandage“ znamená pás měkké látky omotaný kolem rány
cz	5338	69	„banjo“ znamená strunný nástroj s kulatým tělem
cz	5340	69	„baptism“ znamená náboženský obřad s vodou
cz	5342	69	„barbecue“ znamená pečení masa venku na horkém grilu
cz	5344	69	„bare“ znamená nezakrytý — bez listí, bez oblečení
cz	5346	69	„barefoot“ znamená nemít na nohou vůbec nic
cz	5348	69	„barrel“ znamená velká kulatá dřevěná nádoba
cz	5350	69	„basement“ znamená místnost v budově pod úrovní země
cz	5352	69	„bass“ znamená největší strunný nástroj s nejhlubším zvukem
cz	5354	69	„battle“ znamená boj mezi dvěma armádami ve válce
cz	5356	69	„bay“ znamená část moře, která zasahuje do pevniny
cz	5358	69	„beads“ znamená malé kulaté kuličky navlečené na šňůrce
cz	5360	69	„beak“ znamená tvrdá špičatá ústní část ptáka
cz	5362	69	„beam“ znamená pruh světla vycházející z něčeho
cz	5364	69	„bedtime story“ znamená příběh, který se dětem čte před spaním
cz	5366	69	„beetle“ znamená hmyz s tvrdým lesklým hřbetem
cz	5368	69	„Big Ben“ znamená slavná hodinová věž v Londýně
cz	5370	69	„binoculars“ znamená dvojité čočky na pozorování do dálky
cz	5372	69	„black hole“ znamená místo ve vesmíru, které vtahuje i světlo
cz	5374	69	„blackberry“ znamená tmavé ovoce složené z mnoha malých částí
cz	5376	69	„blade“ znamená plochá řezná část nože
cz	5378	69	„blazer“ znamená elegantní formální sako nošené přes košili
cz	5380	69	„blister“ znamená malá bublina na kůži naplněná tekutinou
cz	5382	69	„to bloom“ znamená rozvíjet květy; být plný květů
cz	5384	69	„blossom“ znamená květ na stromě, například třešňový
cz	5386	69	„blueprint“ znamená technický výkres, který ukazuje, jak je něco postaveno
cz	5388	69	„bookshelf“ znamená police, na kterých stojí knihy vedle sebe
cz	5390	69	„bookstore“ znamená obchod, kde se prodávají knihy
cz	5392	69	„bookworm“ znamená člověk, který neustále čte
cz	5394	69	„border“ znamená čára, kde se jedna země setkává s druhou
cz	5396	69	„boulder“ znamená velmi velký zakulacený kámen
cz	5398	69	„bouquet“ znamená svazek květin naaranžovaný dohromady
cz	5400	69	„braid“ znamená vlasy zapletené do jednoho pramene
cz	5402	69	„brain“ znamená orgán v hlavě, kterým myslíme
cz	5404	69	„bride“ znamená žena, která se ten den vdává
cz	5406	69	„briefcase“ znamená tuhé ploché pouzdro na nošení papírů
cz	5408	69	„brooch“ znamená šperk se špendlíkem, který se připíná na oblečení
cz	5410	69	„to browse“ znamená pomalu si prohlížet věci na policích
cz	5412	69	„bruise“ znamená tmavě fialová stopa, která zůstane po úderu
cz	5414	69	„brunette“ znamená dívka nebo žena s hnědými vlasy
cz	5416	69	„buckle“ znamená kovová spona, která zapíná opasek
cz	5418	69	„bud“ znamená květ, který se ještě neotevřel
cz	5420	69	„buddha“ znamená zakladatel buddhismu, zobrazovaný při meditaci
cz	5422	69	„bun“ znamená vlasy stočené do kulatého uzlu na hlavě
cz	5424	69	„burnout“ znamená úplné vyčerpání z příliš velkého množství práce a tlaku
cz	5426	69	„businessman“ znamená muž, který pracuje v byznysu, obvykle v obleku
cz	5428	69	„businesswoman“ znamená žena, která pracuje v byznysu a chodí elegantně oblečená
cz	5430	69	„bust“ znamená socha zobrazující jen hlavu a ramena
cz	5432	69	„butcher“ znamená člověk, který porcuje a prodává maso
cz	5434	69	„cable“ znamená silný drát, který vede elektřinu nebo data
cz	5436	69	„cage“ znamená schránka z kovových tyčí, která drží živého tvora zavřeného
cz	5438	69	„calm“ znamená tichý, uvolněný a vůbec ne ustaraný
cz	5440	69	„camper van“ znamená dodávka, ve které můžeš cestovat i spát
cz	5442	69	„canal“ znamená uměle vytvořená vodní cesta pro lodě
cz	5444	69	„candlelight“ znamená teplé světlo hořící svíčky
cz	5446	69	„cane“ znamená tenká hůl, o kterou se při chůzi opíráš
cz	5448	69	„canoe“ znamená úzký člun, který poháníš pádlem
cz	5450	69	„cape“ znamená volný plášť bez rukávů, který visí z ramen
cz	5452	69	„captain“ znamená člověk, který velí lodi
cz	5454	69	„carnival“ znamená pouliční slavnost s kostýmy a maskami
cz	5456	69	„carriage“ znamená vozidlo na kolech tažené koňmi
cz	5458	69	„to carve“ znamená vyřezat tvar do něčeho tvrdého
cz	5460	69	„cashier“ znamená člověk, který v obchodě přijímá platby
cz	5462	69	„cast“ znamená tvrdý obal, který drží zlomenou kost v klidu
cz	5464	69	„caterpillar“ znamená mladá červovitá podoba motýla
cz	5466	69	„cathedral“ znamená velmi velký a významný kostel
cz	5468	69	„cave“ znamená velká díra ve skále, do níž můžeš vejít
cz	5470	69	„cello“ znamená velký smyčcový nástroj, na který se hraje vsedě
cz	5472	69	„chain“ znamená řada kovových kroužků spojených dohromady
cz	5474	69	„chapel“ znamená malý kostelík
cz	5476	69	„to charge“ znamená naplnit telefon nebo baterii elektřinou
cz	5478	69	„chart“ znamená nákres, který zobrazuje údaje jako sloupce nebo čáry
cz	5480	69	„cheerful“ znamená zářivý a šťastný tak, že tě to povzbudí
cz	5482	69	„cheetah“ znamená štíhlá skvrnitá divoká kočka, která běží velmi rychle
cz	5484	69	„chest“ znamená přední horní část těla
cz	5486	69	„chick“ znamená mládě ptáka, zvláště malá slepice
cz	5488	69	„chief“ znamená vůdce skupiny nebo kmene
cz	5490	69	„chimpanzee“ znamená velká chytrá africká lidoopice s tmavou srstí
cz	5492	69	„chubby“ znamená příjemně kulatý a měkký, obvykle o dítěti
cz	5494	69	„circuit“ znamená dráha, po níž jde elektřina na desce
cz	5496	69	„clarinet“ znamená dlouhý černý dechový nástroj s klapkami
cz	5498	69	„clay“ znamená měkká vlhká zemina, z níž se tvarují a vypalují hrnce
cz	5500	69	„clerk“ znamená kancelářský pracovník, který spravuje papíry a záznamy
cz	5502	69	„cliff“ znamená vysoká strmá skalní stěna
cz	5504	69	„climate“ znamená typické počasí oblasti během mnoha let
cz	5506	69	„cloak“ znamená dlouhý volný plášť bez rukávů
cz	5508	69	„clockwork“ znamená mechanismus z ozubených kol a pružin v hodinách
cz	5510	69	„clover“ znamená malá rostlinka s kulatými lístky, symbol štěstí
cz	5512	69	„cluttered“ znamená nepořádně plný příliš mnoha věcí
cz	5514	69	„coast“ znamená pevnina hned u okraje moře
cz	5516	69	„cobblestones“ znamená kulaté kameny, kterými jsou vydlážděné staré ulice
cz	5518	69	„cobra“ znamená jedovatý had, který roztáhne kůži na krku
cz	5520	69	„coconut“ znamená velký tvrdý tropický ořech se sladkou šťávou uvnitř
cz	5522	69	„collage“ znamená obraz vytvořený lepením natrhaných kousků k sobě
cz	5524	69	„colleague“ znamená člověk, se kterým pracuješ v práci
cz	5526	69	„collection“ znamená velká skupina podobných věcí uchovávaných pohromadě
cz	5528	69	„column“ znamená vysoký svislý sloup, který drží budovu
cz	5530	69	„community“ znamená lidé z jedné oblasti, kteří dělají věci společně
cz	5532	69	„compass“ znamená přístroj, jehož střelka ti ukazuje sever
cz	5534	69	„to concentrate“ znamená věnovat veškerou pozornost jedné věci
cz	5536	69	„conductor“ znamená člověk, který na pódiu vede orchestr
cz	5538	69	„conference“ znamená velká akce, kde se lidé scházejí, aby si vyslechli přednášky
cz	5540	69	„confident“ znamená jistý si sebou a beze strachu
cz	5542	69	„to connect“ znamená spojit dva lidi nebo dvě věci dohromady
cz	5544	69	„constellation“ znamená skupina hvězd, která tvoří obrazec
cz	5546	69	„consumer“ znamená člověk, který kupuje a používá zboží
cz	5548	69	„contact“ znamená někdo, koho znáš a kdo ti může pomoct v práci
cz	5550	69	„cork“ znamená kulatá zátka, která uzavírá hrdlo láhve
cz	5589	69	„corkscrew“ znamená nástroj s kovovou spirálou na vytahování zátek
cz	5591	69	„corridor“ znamená dlouhá úzká chodba uvnitř budovy
cz	5630	69	„corrupt“ znamená nepoctivě využívající moc k získání peněz
cz	5632	69	„corset“ znamená těsný šněrovací top, který tvaruje pas
cz	5634	69	„costume“ znamená speciální oblečení nošené na vystoupení nebo festival
cz	5636	69	„cottage“ znamená malý jednoduchý dům na venkově
cz	5638	69	„couple“ znamená dva lidé v romantickém vztahu
cz	5640	69	„courtyard“ znamená otevřený prostor obklopený ze všech stran budovami
cz	5642	69	„cozy“ znamená teplý, pohodlný a lákavý
cz	5644	69	„to cradle“ znamená držet někoho jemně v náručí
cz	5646	69	„crane“ znamená velký bílý pták s dlouhým krkem a nohama
cz	5648	69	„to crash“ znamená narazit do něčeho tvrdě a s hlasitým rachotem
cz	5650	69	„creature“ znamená živá bytost, zvlášť nějaká podivná
cz	5652	69	„creepy“ znamená vyvolávající nervozitu a trochu strachu
cz	5654	69	„crescent“ znamená zakřivený úzký tvar měsíce
cz	5656	69	„crest“ znamená vějířek peří na ptačí hlavě
cz	5658	69	„crooked“ znamená ohnutý a nakloněný, ne rovný
cz	5660	69	„crop top“ znamená krátký top, který nechává břicho odhalené
cz	5662	69	„cross“ znamená dva zkřížené trámy, na kterých se křižovalo
cz	5664	69	„cross-legged“ znamená sedět s pokrčenýma a zkříženýma nohama
cz	5666	69	„crosswalk“ znamená pruhované místo na silnici pro přecházení
cz	5668	69	„to crouch“ znamená pokrčit kolena a spustit se blízko k zemi
cz	5670	69	„crow“ znamená velký úplně černý pták s drsným krákáním
cz	5672	69	„crowd“ znamená velká skupina lidí namačkaná na jednom místě
cz	5674	69	„crowded“ znamená nepříjemně plný lidí
cz	5676	69	„crystal“ znamená čirý tvrdý kámen s plochými lesklými ploškami
cz	5678	69	„crystal ball“ znamená skleněná koule, přes kterou se hledí do budoucnosti
cz	5680	69	„cub“ znamená mládě divokého zvířete, například vlka
cz	5682	69	„to cuddle“ znamená držet někoho něžně a láskyplně blízko u sebe
cz	5684	69	„curious“ znamená chtít vědět, co se děje
cz	5686	69	„curly“ znamená rostoucí v kudrnách místo rovně
cz	5688	69	„cyborg“ znamená bytost, která je zčásti člověk a zčásti stroj
cz	5690	69	„cypress“ znamená vysoký úzký tmavozelený strom
cz	5692	69	„dandelion“ znamená divoká žlutá květina, z níž se stane chmýřovitá koule
cz	5694	69	„death“ znamená konec života živé bytosti
cz	5733	69	„to declare“ znamená oficiálně a veřejně něco oznámit
cz	5772	69	„to defrost“ znamená nechat zmrzlé jídlo znovu změknout
cz	5811	69	„degree“ znamená kvalifikace, kterou získáš po dokončení vysoké školy
cz	5850	69	„delay“ znamená když se něco stane později, než bylo naplánováno
cz	5852	69	„delicate“ znamená jemný, měkký a snadno poškoditelný
cz	5854	69	„desert“ znamená obrovská suchá plocha písku, kde skoro nic neroste
cz	5856	69	„destination“ znamená místo, kam cestuješ
cz	5858	69	„detective“ znamená člověk, jehož prací je objasňovat zločiny
cz	5860	69	„detergent“ znamená tekutina nebo prášek na mytí nádobí
cz	5899	69	„diploma“ znamená úřední papír, který dostaneš za dokončení kurzu
cz	5938	69	„to dissolve“ znamená smísit se s tekutinou a zmizet
cz	5940	69	„DJ“ znamená někdo, kdo pouští a mixuje nahranou hudbu
cz	5942	69	„DNA“ znamená zkroucené vlákno, které nese kód života
