exercise_id,language_code,concept_id,headword,level,type_title,src,en,v1,v2,lk1,lk2,lk_verdict,lk_reason,voice,agent_nom,subject,embedded_agents,person,number,gender,tf,tense_open,perfective_present,fragment,rewrite_action,rewrite_by,rewrite_text,alt_mapped_groups,flags
41403,cz,3353,paperwork,B1,0 Conditional,"Jasně, odpočinková práce: když ona zvedne telefon, na stůl jí přistane další papírování.","Clearly a relaxing job: if she answers the phone, more paperwork lands on her desk.","Clearly a relaxing job: if she answers the phone, more paperwork lands on her desk.",,answers,,exact,conditional verb is the target,active_agent,True,další papírování,ona,3sg,sg,n,future,True,True,False,U,model,"Jasně, odpočinková práce: když ona zvedne telefon, na stůl jí přistane další papírování.",empty_clear|calm_down_relax|rest_relax|job_work_position|answer_reply|answer_respond|call_phone_ring|phone_mobile|land_touch_down|settle_land,
41408,cz,3353,paperwork,B2,3. Conditional,"Kdyby papírování skončilo dřív, ona by se nesesula na stůl.","If the paperwork had stopped earlier, she wouldn't have slumped onto her desk.","If the paperwork had stopped earlier, she wouldn't have slumped onto her desk.",,wouldn't have slumped,,exact,third conditional result complete,active_agent,True,ona,papírování,3sg,sg,f,past,False,False,False,U,script,"Kdyby papírování skončilo dřív, ona by se nesesula na stůl.",stop_quit,
32799,cz,1346,frame,A1,Cardinal numbers,Na plnou stěnu pověsí ještě jeden rám.,He hangs one more frame on the full wall.,He hangs one more frame on the full wall.,,one,,exact,cardinal number is the target,active_prodrop,False,,,3sg,sg,,future,True,True,False,R,model,Na plnou stěnu on pověsí ještě jeden rám.,hang_dangle|hang_up_put_up|full_stuffed,
32801,cz,1346,frame,A2,Present or Past Simple,"Obvykle kupuje dřevěné rámy, ale včera on koupil stříbrný.","He usually buys wooden frames, but yesterday he bought a silver one.","He usually buys wooden frames, but yesterday he bought a silver one.",,bought,,exact,past simple verb correct,active_agent,True,on,,3sg,sg,m,past,False,False,False,U,script,"Obvykle kupuje dřevěné rámy, ale včera on koupil stříbrný.",ordinary_normal_usual|usually_normally|buy_get|buy_purchase|wooden_wood|buy_get|buy_purchase,
3021,cz,78,squat,B1,Question tags,"Ty dřepy byly mnohem těžší, než vypadaly, že ne?","Those squats were much harder than they looked, weren't they?","Those squats were much harder than they looked, weren't they?",,weren't they,,exact,tag question span correct,active_agent,True,Ty dřepy,,2sg,sg,m,past,False,False,False,U,model,"Ty dřepy byly mnohem těžší, než vypadaly, že ne?",hard_difficult_tough|hard_firm|look_glance_peek|look_seem_appear|look_style,
3038,cz,78,squat,B2,All Present Tenses,Podívej se na první řadu - právě teď klesají do hlubokého dřepu.,Look at the front row - they are dropping into a deep squat right now.,Look at the front row - they are dropping into a deep squat right now.,,are dropping,,exact,present continuous span correct,active_prodrop,False,,,3pl,pl,,present,False,False,False,R,model,Podívej se na první řadu - právě teď oni klesají do hlubokého dřepu.,look_at_watch|look_glance_peek|look_seem_appear|look_style|argument_fight_quarrel|fight_argue|decrease_fall|drop_lower_reduce|drop_off|fall_drop|exactly_just_right|now_right_now|right_correct|right_now_at_the_moment|now_right_now|right_now_at_the_moment,
44244,cz,3606,transfer,B2,Advanced Passive Voice,"Předpokládá se, že jeho přesun z metra na trajekt dnes dříve trval méně než deset minut.",His transfer from the metro to the ferry is believed to have taken under ten minutes earlier today.,His transfer from the metro to the ferry is believed to have taken under ten minutes earlier today.,,to have taken,,exact,passive infinitive span correct,passive,False,,jeho přesun z metra na trajekt,3sg,sg,,present,False,False,False,U,model,"Předpokládá se, že jeho přesun z metra na trajekt dnes dříve trval méně než deset minut.",train_tube|think_believe|carry_bring|drive_take|moment_minute_second,
13130,cz,1137,charger,A1,HAVE GOT,V nepořádné zásuvce má bílou nabíječku.,He has got a white charger in the messy drawer.,He has got a white charger in the messy drawer.,,has got,,exact,have got form complete,active_prodrop,False,,,3sg,sg,,present,False,False,False,R,script,V nepořádné zásuvce on má bílou nabíječku.,arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|messy_dirty|messy_untidy|draw_sketch,
13152,cz,1137,charger,A2,Modal verb SHOULD,Nabíječku bys měl nosit v tašce.,You should keep a charger in your bag.,You should keep a charger in your bag.,,should keep,,adjusted,modal needs its main verb,active_prodrop,False,,,3sg,sg,m,present,False,False,False,U,script,Nabíječku bys měl nosit v tašce.,hold_stay_still|keep_continue|keep_hold|keep_store|bag_handbag_purse|bag_sack,
34823,cz,2695,roast,A1,Modal verb CAN,Naprosto šílené! Ty můžeš péct žebra na horkém kameni!,Absolutely crazy! You can roast ribs on a hot stone!,Absolutely crazy! You can roast ribs on a hot stone!,,can roast,,adjusted,modal needs its main verb,active_agent,True,Ty,,2sg,sg,,present,False,False,False,U,script,Naprosto šílené! Ty můžeš péct žebra na horkém kameni!,total_complete_absolute|totally_absolutely|bake_roast|hot_spicy|rock_stone_pebble|stone_rock,
34826,cz,2695,roast,A2,Present or Past Simple,"Kámo, oni vždycky grilují, ale včera večer upekli žebra na kameni, fakt.","Bruh, they always grill, but last night they roasted ribs on a stone, fr.","Bruh, they always grill, but last night they roasted ribs on a stone, fr.",,roasted,,exact,past simple verb correct,active_agent,True,oni,,3pl,pl,m,past,False,False,False,U,script,"Kámo, oni vždycky grilují, ale včera večer upekli žebra na kameni, fakt.",always_all_the_time|last_final|bake_roast|rock_stone_pebble|stone_rock,
4815,cz,124,suds,B1,Question tags,"„Ta pěna je obrovská, že?“ řekl muž a pořád tleskal jako tuleň.","“Those suds are enormous, aren't they?” the man said, still clapping like a seal.","“Those suds are enormous, aren't they?” the man said, still clapping like a seal.",,aren't they,,exact,tag question span correct,active_agent,True,muž,Ta pěna,3sg,sg,m,past,False,False,False,U,model,"„Ta pěna je obrovská, že?“ řekl muž a pořád tleskal jako tuleň.",huge_gigantic|dude_mate_bro|man_guy|motionless_still_stand|nevertheless_even_so|only_just_still|still_motionless|like_enjoy|like_such_as,
4819,cz,124,suds,B2,Future Perfect Continuous,Do konce léta ten muž bude mluvit o jejím mýdlovém triku celé tři měsíce.,By the end of the summer that man will have been talking about her soap trick for three whole months.,By the end of the summer that man will have been talking about her soap trick for three whole months.,,will have been talking,,exact,complete future perfect continuous,active_agent,True,ten muž,,3sg,sg,m,future,False,False,False,U,script,Do konce léta ten muž bude mluvit o jejím mýdlovém triku celé tři měsíce.,end_finish|dude_mate_bro|man_guy|speak_talk|cheat_trick|whole_entire,
42705,cz,744,scroll,B1,Gerund vs Infinitive,"Hádej co, prý odmítl podepsat obří svitek obyčejným perem.","Guess what, he refused to sign the giant scroll with a normal pen, apparently.","Guess what, he refused to sign the giant scroll with a normal pen, apparently.",,refused to sign,,adjusted,infinitive needs governing verb,active_prodrop,False,,,3sg,sg,m,past,False,False,False,R,model,"Hádej co, on prý odmítl podepsat obří svitek obyčejným perem.",guess_suppose|refuse_reject|sign_road_sign|huge_gigantic|ordinary_normal_usual|apparently_supposedly,
42707,cz,744,scroll,B2,All Past Tenses,"Poslouchej, prý podepisoval papíry celé hodiny, než přinesli svitek.","Listen, apparently he had been signing papers for hours before they brought out the scroll.","Listen, apparently he had been signing papers for hours before they brought out the scroll.",,had been signing,,exact,past perfect continuous complete,active_prodrop,False,,,3sg,sg,m,past,False,False,False,R,model,"Poslouchej, on prý podepisoval papíry celé hodiny, než přinesli svitek.",apparently_supposedly|sign_road_sign|in_front_of_before|carry_bring|deliver_bring|fetch_bring,
34648,cz,1741,read,A1,Modal verb CAN,"Může ona číst svou knihu na zastávce? Ano, může.","Can she read her book at the bus stop? Yes, she can.","Can she read her book at the bus stop? Yes, she can.",,Can she read,,adjusted,modal question needs main verb,active_agent,True,ona,,3sg,sg,f,present,False,False,False,U,script,"Může ona číst svou knihu na zastávce? Ano, může.",read_look_through|book_reserve|book_schedule|bus_coach|stop_quit,
34651,cz,1741,read,A2,Going to or Will,"Žádný autobus, nejhorší den vůbec! Fajn, tak já budu číst tady svou knihu!","No bus, the worst day ever! Fine, I will read my book here!","No bus, the worst day ever! Fine, I will read my book here!",,will read,,exact,will plus verb complete,active_agent,True,já,,1sg,sg,,future,False,False,False,U,script,"Žádný autobus, nejhorší den vůbec! Fajn, tak já budu číst tady svou knihu!",bus_coach|bad_poor|read_look_through|book_reserve|book_schedule,
40539,cz,3271,layer,B1,Past Perfect Simple,Do porady v 9:00 přidal další vrstvu dek.,"By the 9 a.m. meeting, he had added another layer of blankets.","By the 9 a.m. meeting, he had added another layer of blankets.",,had added,,exact,past perfect span correct,active_prodrop,False,,,3sg,sg,m,past,False,False,False,R,model,Do porady v 9:00 on přidal další vrstvu dek.,meet_encounter|meet_see|add_throw_in|coat_layer|lie_down,
40543,cz,3271,layer,B2,All Present Tenses,Teď se schovává pod mnoha vrstvami a je vidět jen jeho obličej.,"He is hiding under many layers now, and only his face shows.","He is hiding under many layers now, and only his face shows.",,is hiding,,exact,present continuous span correct,active_prodrop,False,,,3sg,sg,,present,False,False,False,R,script,Teď se schovává pod mnoha vrstvami a on je vidět jen jeho obličej.,hide_conceal|coat_layer|now_right_now|face_expression|show_demonstrate|show_display|show_play|show_programme,
36287,cz,2137,watermelon,A1,Singular and plural,"Meloun má čtyřicet gumiček, takže jich má čtyřicet.","The watermelon has got forty rubber bands, so it has got forty.","The watermelon has got forty rubber bands, so it has got forty.",,bands,,exact,plural noun is the target,active_agent,True,Meloun,,3sg,sg,m,present,False,False,False,U,script,"Meloun má čtyřicet gumiček, takže jich má čtyřicet.",watermelon_melon|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|rub_massage|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get,
36293,cz,2137,watermelon,A2,Countable and uncountable,"Kámo, na trávě je tolik šťávy z melounu. Ikonické.","Bro, there's so much watermelon juice on the grass. Iconic.","Bro, there's so much watermelon juice on the grass. Iconic.",,juice,,exact,uncountable noun is target,impersonal,False,,,3sg,sg,,present,False,False,False,U,script,"Kámo, na trávě je tolik šťávy z melounu. Ikonické.",dude_mate_bro|watermelon_melon,
28874,cz,2261,bring,A1,Prepositions of place/time,Štěně nosí míček zpátky ke stroji.,The puppy brings the ball back to the machine.,The puppy brings the ball back to the machine.,,to,,exact,preposition is the target,active_agent,True,Štěně,,3sg,sg,n,present,False,False,False,U,model,Štěně nosí míček zpátky ke stroji.,carry_bring|deliver_bring|fetch_bring|back_rear,
28881,cz,2261,bring,A2,Future BE GOING TO,Štěně má plán. Chystá se přinést míček zpátky znovu.,The puppy has a plan. It is going to bring the ball back again.,The puppy has a plan. It is going to bring the ball back again.,,is going to bring,,exact,complete going-to phrase,active_prodrop,False,,,3sg,sg,,future,False,False,False,R,model,Štěně má plán. Ono se chystá přinést míček zpátky znovu.,plan_intend|plan_scheme|leave_go|travel_go|carry_bring|deliver_bring|fetch_bring|back_rear,
32607,cz,2362,debate,A2,"Must, Have to...",Pravidlo sněmovny: řečník musí při debatě vstát.,Chamber rule: the speaker has to stand up in a debate.,Chamber rule: the speaker has to stand up in a debate.,,has to stand up,,adjusted,modal needs its main verb,active_agent,True,řečník,,3sg,sg,m,present,False,False,False,U,script,Pravidlo sněmovny: řečník musí při debatě vstát.,rule_law|speak_talk|pedestal_stand_base|put_up_with_tolerate|stand_up_get_up,
35997,cz,2838,tower,A1,Present Simple,"Kámo, raketa se nad ním tyčí, je tak obří, musí se skákat.","Bro, the rocket towers over him, so big, gotta jump.","Bro, the rocket towers over him, so big, gotta jump.",,towers,,exact,present simple verb correct,active_agent,True,raketa,,3sg,sg,f,present,False,False,False,U,script,"Kámo, raketa se nad ním tyčí, je tak obří, musí se skákat.",dude_mate_bro|big_large|bounce_jump|jump_leap,
36003,cz,2838,tower,A2,Modal verb SHOULD,"Prý se nad ním tyčí raketa. On by si měl udělat selfie, holka.","Word is the rocket towers over him. He should take a selfie, girl.","Word is the rocket towers over him. He should take a selfie, girl.",,should take,,adjusted,modal needs its main verb,active_agent,True,On,,3sg,sg,m,present,False,False,False,U,script,"Prý se nad ním tyčí raketa. On by si měl udělat selfie, holka.",carry_bring|drive_take,
35831,cz,2818,temperature,A2,Future BE GOING TO,Kluk má vysokou teplotu. Zítra bude chybět ve škole.,The boy has a high temperature. He is going to miss school tomorrow.,The boy has a high temperature. He is going to miss school tomorrow.,,is going to miss,,adjusted,going-to needs main verb,active_prodrop,False,,,3sg,sg,,future,False,False,False,U,script,Kluk má vysokou teplotu. Zítra bude chybět ve škole.,tall_high|leave_go|travel_go,
38722,cz,345,dome,B1,0 Conditional,"Když slunce při západu dopadá na kupoli, září oranžově.","If the sun hits the dome at sunset, it glows orange.","If the sun hits the dome at sunset, it glows orange.",,hits,,exact,conditional verb is the target,active_prodrop,False,,slunce,3sg,sg,,present,False,False,False,R,model,"Když slunce při západu dopadá na kupoli, ona září oranžově.",sun_sunshine|hit_punch_slap|strike_hit|glow_shine|orange_ginger_cat,
29091,cz,234,businessman,A1,Prepositions of place/time,Podnikatel se budí v šesté. To je noční můra!,The businessman wakes up at six o'clock. What a nightmare!,The businessman wakes up at six o'clock. What a nightmare!,,at,,exact,preposition is the target,active_agent,True,Podnikatel,,3sg,sg,m,present,False,False,False,U,model,Podnikatel se budí v šesté. To je noční můra!,wake_up_awake,
29095,cz,234,businessman,A2,Present Continuous,Podnikatel teď spí v tmavé kabině.,The businessman is sleeping in the dark cabin now.,The businessman is sleeping in the dark cabin now.,,is sleeping,,exact,present continuous span correct,active_agent,True,Podnikatel,,3sg,sg,m,present,False,False,False,U,model,Podnikatel teď spí v tmavé kabině.,sleep_nap_doze|dark_dim|now_right_now,
34952,cz,1801,seagull,A1,"This, That, These...",Tihle rackové létají velmi blízko u muže.,These seagulls fly very close to the man.,These seagulls fly very close to the man.,,These,,exact,demonstrative is the target,active_agent,True,Tihle rackové,,3pl,pl,m,present,False,False,False,U,script,Tihle rackové létají velmi blízko u muže.,fly_soar|close_shut|near_close|dude_mate_bro|man_guy,
34956,cz,1801,seagull,A2,Countable and uncountable,On dává rackům trochu chleba z ruky.,He gives the seagulls some bread from his hand.,He gives the seagulls some bread from his hand.,,bread,,exact,uncountable noun is target,active_agent,True,On,,3sg,sg,m,present,False,False,False,U,script,On dává rackům trochu chleba z ruky.,give_hand|give_hand,
908,cz,24,betray,B1,Passive,Chudák sedlák byl zrazen klukem o polovinu menším a porušeným malíčkovým slibem.,The poor farmer was betrayed by a kid half his size and a broken pinky promise.,The poor farmer was betrayed by a kid half his size and a broken pinky promise.,,was betrayed,,exact,passive span correct,passive,False,Chudák sedlák,,3sg,sg,m,past,False,False,False,U,model,Chudák sedlák byl zrazen klukem o polovinu menším a porušeným malíčkovým slibem.,bad_poor|poor_broke|children_kids|size_measurement|break_crack|break_smash|promise_swear,
927,cz,24,betray,B2,Wish clauses,"Farmář by si přál, aby nebyl věřil klukovi, který se před pádem dozadu takhle šklebí.",The farmer wishes he hadn't trusted a kid who grins like that before a trust fall.,The farmer wishes he hadn't trusted a kid who grins like that before a trust fall.,,hadn't trusted,,exact,wish-clause verb complete,active_agent,True,Farmář,který,3sg,sg,m,present,False,False,False,U,model,"Farmář by si přál, aby nebyl věřil klukovi, který se před pádem dozadu takhle šklebí.",children_kids|smile_grin|like_enjoy|like_such_as|in_front_of_before|collapse_give_way|decrease_fall|fall_drop,
40700,cz,3286,log,B1,1. Conditional,"Pokud se brzy vrátí do srubu, dnes večer bude u ohně v teple.","If she gets back to the log cabin soon, she will be warm by the fire tonight.","If she gets back to the log cabin soon, she will be warm by the fire tonight.",,will be,,exact,first conditional result correct,active_prodrop,False,,,3sg,sg,,future,False,True,False,R,model,"Pokud se brzy vrátí do srubu, dnes večer ona bude u ohně v teple.",arrive_come|become_get|buy_get|fetch_go_get|get_back_return|get_obtain|get_receive|understand_get|back_rear|get_back_return|soon_shortly|fire_flame|tonight_this_evening,
13666,cz,1179,collar,A1,HAVE GOT,Jeho bílá košile má jeden velký límec.,His white shirt has got one big collar.,His white shirt has got one big collar.,,has got,,exact,have got form complete,active_agent,True,Jeho bílá košile,,3sg,sg,f,present,False,False,False,U,script,Jeho bílá košile má jeden velký límec.,arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|big_large,
13677,cz,1179,collar,A2,Present or Past Simple,"Teď nosí límec dole, ale předtím ho měl nahoře.","He wears his collar down now, but he wore it up before.","He wears his collar down now, but he wore it up before.",,wears,,exact,present simple verb correct,active_prodrop,False,,,3sg,sg,m,present,False,False,False,R,script,"Teď nosí límec dole, ale předtím on ho měl nahoře.",wear_put_on|now_right_now|wear_put_on|in_front_of_before,
34876,cz,2701,ruin,A1,Present Simple,"Každá vlna ničí tvůj hrad, ale ty jsi tak klidný. Respekt.","Every wave ruins your castle, but you are so calm. Respect.","Every wave ruins your castle, but you are so calm. Respect.",,ruins,,exact,present simple verb correct,active_agent,True,Každá vlna,,2sg,sg,f,present,False,False,False,U,script,"Každá vlna ničí tvůj hrad, ale ty jsi tak klidný. Respekt.",wave_signal|destroy_ruin|ruin_spoil|calm_peaceful_quiet|calm_relaxed|peace_quiet,
34879,cz,2701,ruin,A2,Past Simple,Před hodinou vlny zničily jeho vysoký hrad z písku.,An hour ago the waves ruined his tall sandcastle.,An hour ago the waves ruined his tall sandcastle.,,ruined,,exact,past simple verb correct,active_agent,True,vlny,,3pl,pl,f,past,False,False,False,U,model,Před hodinou vlny zničily jeho vysoký hrad z písku.,wave_signal|destroy_ruin|ruin_spoil|tall_high,
41327,cz,3346,pace,B1,Relative clauses,"Tempo, které držíš na těch schodech, je upřímně neskutečné.",The pace that you keep on those steps is honestly unreal.,The pace that you keep on those steps is honestly unreal.,,that,,exact,relative pronoun is target,active_agent,True,Tempo,,3sg,sg,n,present,False,False,False,U,model,"Tempo, které držíš na těch schodech, je upřímně neskutečné.",hold_stay_still|keep_continue|keep_hold|keep_store|stairs_steps|honest_truthful,
41330,cz,3346,pace,B2,Articles advanced,"Celou cestu nahoru drží tempo stroje. Úplně normální, samozřejmě.","She keeps the pace of a machine all the way up. Totally normal, obviously.","She keeps the pace of a machine all the way up. Totally normal, obviously.",,the pace,,exact,article target phrase verbatim,active_prodrop,False,,,3sg,sg,,present,False,False,False,R,model,"Celou cestu nahoru ona drží tempo stroje. Úplně normální, samozřejmě.",hold_stay_still|keep_continue|keep_hold|keep_store|way_route|completely_totally|total_complete_absolute|totally_absolutely|ordinary_normal_usual,
