exercise_id	lang	category	what_differs	proposed_fix
17817	es	number_person_gender	en "He" vs es «Ella»	change es: Ella → Él
17977	ua	gap	en gap "a" (indefinite) vs ua gap «той» (that)	change ua: drop той, pick another gap (or change en gap)
17977	sk	gap	en gap "a" (indefinite) vs sk gap «ten» (that)	change sk: drop ten, pick another gap (or change en gap)
17977	cz	gap	en gap "a" (indefinite) vs cz gap «ten» (that)	change cz: drop ten, pick another gap (or change en gap)
17991	en	noun_verb_place	en "snacks" (and de «Snacks») vs ua/es/fr/tr/hu/sk/cz packets/bags («пакетів», «paquetes», «zacskó», «vreciek»)	change en: snacks → bags of snacks (de: Snacks → Tüten)
17991	ua	gap	en gap "many" vs ua gap «пакетів» (packets)	change ua gap: пакетів → Скільки
17991	sk	gap	en gap "many" vs sk gap «vreciek» (bags)	change sk gap: vreciek → Koľko
17991	cz	gap	en gap "many" vs cz gap «sáčků» (bags)	change cz gap: sáčků → Kolik
18001	sk	noun_verb_place	en "touches" vs sk «sleduje» (follows/traces)	change sk: sleduje → dotýka sa (Žiliek listu sa dotýka jedným prstom.)
18001	cz	noun_verb_place	en "touches" vs cz «sleduje» (follows/traces)	change cz: sleduje → dotýká se (Žilek listu se dotýká jedním prstem.)
18027	hu	clause	en "is strong and soft" vs hu «ott van a műhely asztalán» (is there on the workshop table)	change hu: A barna bőr erős és puha. (gap per en)
18041	es	number_person_gender	en "She" vs es «Él»	change es: Él → Ella
18163	hu	clause	en "The old library is very big and quiet" vs hu «A nő ott van a nagy régi könyvtárban» (the woman is in the big old library)	change hu: A régi könyvtár nagyon nagy és csendes. (gap per en)
18225	es	number_person_gender	en "She" vs es «Él»	change es: Él → Ella
18273	hu	clause	en "is long and very straight" vs hu «ott van a füves pályán» (is there on the grass field)	change hu: A fehér vonal hosszú és nagyon egyenes. (gap per en)
18319	ua	gap	en gap "many" vs ua gap «левів» (lions)	change ua gap: левів → Скільки
18319	sk	gap	en gap "many" vs sk gap «levov» (lions)	change sk gap: levov → Koľko
18319	cz	gap	en gap "many" vs cz gap «lvů» (lions)	change cz gap: lvů → Kolik
18387	en	gap	en gap "sits" (de «sitzt») vs ua/es/fr/tr/hu/sk/cz bask/warms itself («гріється», «se calienta», «sütkérezik», «vyhrieva»)	change en: sits → basks (It basks on the warm stone wall.; de: sonnt sich)
18516	es	number_person_gender	en "she will say" vs es «él dirá»	change es: él → ella
18539	es	number_person_gender	en "He" vs es «Ella»	change es: Ella → Él
18568	hu	noun_verb_place	en "shook his hand" vs hu «megfogta a kezét» (took/held his hand)	change hu: megfogta a kezét → kezet fogott vele (gap kezet fogott)
18673	ua	gap	en gap "a" (indefinite) vs ua gap «цей» (this)	change ua: drop цей, pick another gap (or change en gap)
18673	sk	gap	en gap "a" (indefinite) vs sk gap «tú» (that)	change sk: drop tú, pick another gap (or change en gap)
18673	cz	gap	en gap "a" (indefinite) vs cz gap «tu» (that)	change cz: drop tu, pick another gap (or change en gap)
18973	hu	clause	en "is thick and pale" vs hu «ott van a kék vödörben» (is there in the blue bucket)	change hu: A vödörben lévő paszta sűrű és sápadt. (gap per en)
19038	es	number_person_gender	en "She" vs es «Él»	change es: Él → Ella
19105	es	number_person_gender	en "She says" vs es «Él dice»	change es: Él → Ella
19151	ua	gap	en gap "an" (indefinite) vs ua gap «цей» (this)	change ua: Це старий ліс, а не молодий. (pick another gap or change en gap)
19151	sk	gap	en gap "an" (indefinite) vs sk gap «ten» (that)	change sk: drop ten, pick another gap (or change en gap)
19151	cz	gap	en gap "an" (indefinite) vs cz gap «ten» (that)	change cz: drop ten, pick another gap (or change en gap)
