exercise_id,language_code,concept_id,headword,level,type_title,src,en,v1,v2,lk1,lk2,lk_verdict,lk_reason,voice,agent_nom,subject,embedded_agents,person,number,gender,tf,tense_open,perfective_present,fragment,rewrite_action,rewrite_by,rewrite_text,alt_mapped_groups,flags
41408,sk,3353,paperwork,B2,3. Conditional,"Keby administratíva prestala skôr, ona by sa nezvalila na stôl.","If the paperwork had stopped earlier, she wouldn't have slumped onto her desk.","If the paperwork had stopped earlier, she wouldn't have slumped onto her desk.",,wouldn't have slumped,,exact,full verb phrase already,active_agent,True,ona,administratíva,3sg,sg,f,past,False,False,False,U,script,"Keby administratíva prestala skôr, ona by sa nezvalila na stôl.",stop_quit,
32799,sk,1346,frame,A1,Cardinal numbers,Na plnú stenu zavesí ešte jeden rám.,He hangs one more frame on the full wall.,He hangs one more frame on the full wall.,He will hang one more frame on the full wall.,hangs,will hang,adjusted,"numeral, not the verb",active_prodrop,False,,,3sg,sg,,future,True,True,False,R,model,Na plnú stenu on zavesí ešte jeden rám.,hang_dangle|hang_up_put_up|full_stuffed,
32801,sk,1346,frame,A2,Present or Past Simple,"Zvyčajne kupuje drevené rámy, ale včera on kúpil strieborný.","He usually buys wooden frames, but yesterday he bought a silver one.","He usually buys wooden frames, but yesterday he bought a silver one.",,bought,,exact,past simple verb correct,active_agent,True,on,,3sg,sg,m,past,False,False,False,R,script,"Zvyčajne on kupuje drevené rámy, ale včera on kúpil strieborný.",ordinary_normal_usual|usually_normally|buy_get|buy_purchase|wooden_wood|buy_get|buy_purchase,
3021,sk,78,squat,B1,Question tags,"Tie drepy boli oveľa ťažšie, než vyzerali, však nie?","Those squats were much harder than they looked, weren't they?","Those squats were much harder than they looked, weren't they?",,weren't they,,exact,tag span is correct,active_agent,True,Tie drepy,,3pl,pl,m,past,False,False,False,U,script,"Tie drepy boli oveľa ťažšie, než vyzerali, však nie?",hard_difficult_tough|hard_firm|look_glance_peek|look_seem_appear|look_style,
3038,sk,78,squat,B2,All Present Tenses,Pozri sa na prvý rad - práve teraz klesajú do hlbokého drepu.,Look at the front row - they are dropping into a deep squat right now.,Look at the front row - they are dropping into a deep squat right now.,,are dropping,,exact,full verb phrase already,active_prodrop,False,,,3pl,pl,,present,False,False,False,R,model,Pozri sa na prvý rad - práve teraz oni klesajú do hlbokého drepu.,look_at_watch|look_glance_peek|look_seem_appear|look_style|argument_fight_quarrel|fight_argue|decrease_fall|drop_lower_reduce|drop_off|fall_drop|exactly_just_right|now_right_now|right_correct|right_now_at_the_moment|now_right_now|right_now_at_the_moment,
44244,sk,3606,transfer,B2,Advanced Passive Voice,"Predpokladá sa, že jeho presun z metra na trajekt dnes skôr trval menej než desať minút.",His transfer from the metro to the ferry is believed to have taken under ten minutes earlier today.,His transfer from the metro to the ferry is believed to have taken under ten minutes earlier today.,,is believed to have taken,,adjusted,passive matrix verb was missing,passive,False,,jeho presun z metra na trajekt,3sg,sg,,present,False,True,False,U,model,"Predpokladá sa, že jeho presun z metra na trajekt dnes skôr trval menej než desať minút.",train_tube|think_believe|carry_bring|drive_take|moment_minute_second,
13130,sk,1137,charger,A1,HAVE GOT,V neporiadnej zásuvke má bielu nabíjačku.,He has got a white charger in the messy drawer.,He has got a white charger in the messy drawer.,,has got,,exact,full verb phrase already,active_prodrop,False,,,3sg,sg,,present,False,False,False,U,script,V neporiadnej zásuvke má bielu nabíjačku.,arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|messy_dirty|messy_untidy|draw_sketch,
13152,sk,1137,charger,A2,Modal verb SHOULD,Nabíjačku by si mal nosiť v taške.,You should keep a charger in your bag.,You should keep a charger in your bag.,,should keep,,adjusted,"modal alone, verb added",active_prodrop,False,,,3sg,sg,m,present,False,False,False,R,model,Nabíjačku by si ty mal nosiť v taške.,hold_stay_still|keep_continue|keep_hold|keep_store|bag_handbag_purse|bag_sack,
34823,sk,2695,roast,A1,Modal verb CAN,Úplne šialené! Ty môžeš piecť rebrá na horúcom kameni!,Absolutely crazy! You can roast ribs on a hot stone!,Absolutely crazy! You can roast ribs on a hot stone!,,can roast,,adjusted,"modal alone, verb added",active_agent,True,Ty,,2sg,sg,,present,False,False,False,U,script,Úplne šialené! Ty môžeš piecť rebrá na horúcom kameni!,total_complete_absolute|totally_absolutely|bake_roast|hot_spicy|rock_stone_pebble|stone_rock,
34826,sk,2695,roast,A2,Present or Past Simple,"Kámo, oni vždy grilujú, ale včera večer upiekli rebrá na kameni, vážne.","Bruh, they always grill, but last night they roasted ribs on a stone, fr.","Bruh, they always grill, but last night they roasted ribs on a stone, fr.",,roasted,,exact,past simple verb correct,active_prodrop,False,,,3pl,pl,,past,False,False,False,U,script,"Kámo, oni vždy grilujú, ale včera večer upiekli rebrá na kameni, vážne.",always_all_the_time|last_final|bake_roast|rock_stone_pebble|stone_rock,
4815,sk,124,suds,B1,Question tags,"„Tá pena je obrovská, však?“ povedal muž a stále tlieskal ako tuleň.","“Those suds are enormous, aren't they?” the man said, still clapping like a seal.","“Those suds are enormous, aren't they?” the man said, still clapping like a seal.",,aren't they,,exact,tag span is correct,active_agent,True,muž,Tá pena,3sg,sg,m,past,False,False,False,U,model,"„Tá pena je obrovská, však?“ povedal muž a stále tlieskal ako tuleň.",huge_gigantic|dude_mate_bro|man_guy|motionless_still_stand|nevertheless_even_so|only_just_still|still_motionless|like_enjoy|like_such_as,
4819,sk,124,suds,B2,Future Perfect Continuous,Do konca leta ten muž bude rozprávať o jej mydlovom triku celé tri mesiace.,By the end of the summer that man will have been talking about her soap trick for three whole months.,By the end of the summer that man will have been talking about her soap trick for three whole months.,,will have been talking,,exact,full verb phrase already,active_agent,True,ten muž,,3sg,sg,m,future,False,False,False,U,script,Do konca leta ten muž bude rozprávať o jej mydlovom triku celé tri mesiace.,end_finish|dude_mate_bro|man_guy|speak_talk|cheat_trick|whole_entire,
42705,sk,744,scroll,B1,Gerund vs Infinitive,"Hádaj čo, vraj odmietol podpísať obrovský zvitok obyčajným perom.","Guess what, he refused to sign the giant scroll with a normal pen, apparently.","Guess what, he refused to sign the giant scroll with a normal pen, apparently.",,refused to sign,,adjusted,matrix verb needed for pattern,active_prodrop,False,,,3sg,sg,m,past,False,False,False,R,model,"Hádaj čo, vraj on odmietol podpísať obrovský zvitok obyčajným perom.",guess_suppose|refuse_reject|sign_road_sign|huge_gigantic|ordinary_normal_usual|apparently_supposedly,
42707,sk,744,scroll,B2,All Past Tenses,"Počuj, vraj podpisoval papiere celé hodiny, kým priniesli zvitok.","Listen, apparently he had been signing papers for hours before they brought out the scroll.","Listen, apparently he had been signing papers for hours before they brought out the scroll.",,had been signing,,exact,full verb phrase already,active_prodrop,False,,,3sg,sg,m,past,False,False,False,R,model,"Počuj, vraj on podpisoval papiere celé hodiny, kým priniesli zvitok.",apparently_supposedly|sign_road_sign|in_front_of_before|carry_bring|deliver_bring|fetch_bring,
34648,sk,1741,read,A1,Modal verb CAN,"Môže ona čítať svoju knihu na zastávke? Áno, môže.","Can she read her book at the bus stop? Yes, she can.","Can she read her book at the bus stop? Yes, she can.",,Can she read,,adjusted,span excluded the main verb,active_agent,True,ona,,3sg,sg,f,present,False,False,False,U,script,"Môže ona čítať svoju knihu na zastávke? Áno, môže.",read_look_through|book_reserve|book_schedule|bus_coach|stop_quit,
34651,sk,1741,read,A2,Going to or Will,"Žiadny autobus, najhorší deň vôbec! Fajn, tak ja budem čítať tu svoju knihu!","No bus, the worst day ever! Fine, I will read my book here!","No bus, the worst day ever! Fine, I will read my book here!",,will read,,exact,full verb phrase already,active_agent,True,ja,,1sg,sg,,future,False,False,False,U,script,"Žiadny autobus, najhorší deň vôbec! Fajn, tak ja budem čítať tu svoju knihu!",bus_coach|bad_poor|read_look_through|book_reserve|book_schedule,
40539,sk,3271,layer,B1,Past Perfect Simple,Do porady o 9:00 pridal ďalšiu vrstvu diek.,"By the 9 a.m. meeting, he had added another layer of blankets.","By the 9 a.m. meeting, he had added another layer of blankets.",,had added,,exact,full verb phrase already,active_prodrop,False,,,3sg,sg,m,past,False,False,False,R,model,Do porady o 9:00 on pridal ďalšiu vrstvu diek.,meet_encounter|meet_see|add_throw_in|coat_layer|lie_down,
40543,sk,3271,layer,B2,All Present Tenses,Teraz sa skrýva pod mnohými vrstvami a vidno mu len tvár.,"He is hiding under many layers now, and only his face shows.","He is hiding under many layers now, and only his face shows.",,is hiding,,exact,full verb phrase already,active_prodrop,False,,,3sg,sg,,present,False,False,False,R,model,Teraz sa on skrýva pod mnohými vrstvami a vidno mu len tvár.,hide_conceal|coat_layer|now_right_now|face_expression|show_demonstrate|show_display|show_play|show_programme,
36287,sk,2137,watermelon,A1,Singular and plural,"Melón má štyridsať gumičiek, takže ich má štyridsať.","The watermelon has got forty rubber bands, so it has got forty.","The watermelon has got forty rubber bands, so it has got forty.",,has got,,adjusted,"noun, not the verb",active_agent,True,Melón,,3sg,sg,m,present,False,False,False,U,script,"Melón má štyridsať gumičiek, takže ich má štyridsať.",watermelon_melon|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|rub_massage|arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get,
36293,sk,2137,watermelon,A2,Countable and uncountable,"Kámo, na tráve je toľko šťavy z melónu. Ikonické.","Bro, there's so much watermelon juice on the grass. Iconic.","Bro, there's so much watermelon juice on the grass. Iconic.",,there's,,adjusted,"noun, not the verb",impersonal,False,,,3sg,sg,,present,False,False,False,U,script,"Kámo, na tráve je toľko šťavy z melónu. Ikonické.",dude_mate_bro|watermelon_melon,
28874,sk,2261,bring,A1,Prepositions of place/time,Šteniatko nosí loptičku späť k stroju.,The puppy brings the ball back to the machine.,The puppy brings the ball back to the machine.,,brings,,adjusted,"preposition, not the verb",active_agent,True,Šteniatko,,3sg,sg,n,present,False,False,False,U,model,Šteniatko nosí loptičku späť k stroju.,carry_bring|deliver_bring|fetch_bring|back_rear,
28881,sk,2261,bring,A2,Future BE GOING TO,Šteniatko má plán. Chystá sa priniesť loptičku späť znova.,The puppy has a plan. It is going to bring the ball back again.,The puppy has a plan. It is going to bring the ball back again.,,is going to bring,,exact,full verb phrase already,active_prodrop,False,,,3sg,sg,n,future,False,False,False,U,script,Šteniatko má plán. Chystá sa priniesť loptičku späť znova.,plan_intend|plan_scheme|leave_go|travel_go|carry_bring|deliver_bring|fetch_bring|back_rear,
32607,sk,2362,debate,A2,"Must, Have to...",Pravidlo snemovne: rečník musí v debate vstať.,Chamber rule: the speaker has to stand up in a debate.,Chamber rule: the speaker has to stand up in a debate.,,has to stand up,,adjusted,"modal alone, verb added",active_agent,True,rečník,,3sg,sg,m,present,False,False,False,U,script,Pravidlo snemovne: rečník musí v debate vstať.,rule_law|speak_talk|pedestal_stand_base|put_up_with_tolerate|stand_up_get_up,
35997,sk,2838,tower,A1,Present Simple,"Brácho, raketa sa nad ním týči, je taká obrovská, treba skákať.","Bro, the rocket towers over him, so big, gotta jump.","Bro, the rocket towers over him, so big, gotta jump.",,towers,,exact,main verb correctly spanned,active_agent,True,raketa,,3sg,sg,f,present,False,False,False,U,script,"Brácho, raketa sa nad ním týči, je taká obrovská, treba skákať.",dude_mate_bro|big_large|bounce_jump|jump_leap,
36003,sk,2838,tower,A2,Modal verb SHOULD,"Vraj sa nad ním týči raketa. On by si mal urobiť selfie, kamoška.","Word is the rocket towers over him. He should take a selfie, girl.","Word is the rocket towers over him. He should take a selfie, girl.",,should take,,adjusted,"modal alone, verb added",active_agent,True,On,,3sg,sg,m,present,False,False,False,U,script,"Vraj sa nad ním týči raketa. On by si mal urobiť selfie, kamoška.",carry_bring|drive_take,
35831,sk,2818,temperature,A2,Future BE GOING TO,Chlapec má vysokú teplotu. Zajtra bude chýbať v škole.,The boy has a high temperature. He is going to miss school tomorrow.,The boy has a high temperature. He is going to miss school tomorrow.,The boy has a high temperature. He will miss school tomorrow.,is going to miss,will miss,adjusted,lexical verb was missing,active_prodrop,False,,,3sg,sg,m,future,True,False,False,U,script,Chlapec má vysokú teplotu. Zajtra bude chýbať v škole.,tall_high|leave_go|travel_go,
38722,sk,345,dome,B1,0 Conditional,"Keď slnko pri západe dopadá na kupolu, žiari oranžovo.","If the sun hits the dome at sunset, it glows orange.","If the sun hits the dome at sunset, it glows orange.",,hits,,exact,conditional verb correctly spanned,active_prodrop,False,,slnko,3sg,sg,,present,False,False,False,R,model,"Keď slnko pri západe dopadá na kupolu, ona žiari oranžovo.",sun_sunshine|hit_punch_slap|strike_hit|glow_shine|orange_ginger_cat,
29091,sk,234,businessman,A1,Prepositions of place/time,Podnikateľ sa budí o šiestej. Aká nočná mora!,The businessman wakes up at six o'clock. What a nightmare!,The businessman wakes up at six o'clock. What a nightmare!,,wakes up,,adjusted,"preposition, not the verb",active_agent,True,Podnikateľ,,3sg,sg,m,present,False,False,False,U,model,Podnikateľ sa budí o šiestej. Aká nočná mora!,wake_up_awake,
29095,sk,234,businessman,A2,Present Continuous,Podnikateľ teraz spí v tmavej kabíne.,The businessman is sleeping in the dark cabin now.,The businessman is sleeping in the dark cabin now.,,is sleeping,,exact,full verb phrase already,active_agent,True,Podnikateľ,,3sg,sg,m,present,False,False,False,U,model,Podnikateľ teraz spí v tmavej kabíne.,sleep_nap_doze|dark_dim|now_right_now,
34952,sk,1801,seagull,A1,"This, That, These...",Tieto čajky letia veľmi blízko pri mužovi.,These seagulls fly very close to the man.,These seagulls fly very close to the man.,,fly,,adjusted,"determiner, not the verb",active_agent,True,Tieto čajky,,3pl,pl,f,present,False,False,False,U,model,Tieto čajky letia veľmi blízko pri mužovi.,fly_soar|close_shut|near_close|dude_mate_bro|man_guy,
34956,sk,1801,seagull,A2,Countable and uncountable,On dáva čajkám trochu chleba z ruky.,He gives the seagulls some bread from his hand.,He gives the seagulls some bread from his hand.,,gives,,adjusted,"noun, not the verb",active_agent,True,On,,1sg,sg,m,present,False,False,False,U,script,On dáva čajkám trochu chleba z ruky.,give_hand|give_hand,
908,sk,24,betray,B1,Passive,Chudák sedliak bol zradený chalanom o polovicu menším a porušeným malíčkovým sľubom.,The poor farmer was betrayed by a kid half his size and a broken pinky promise.,The poor farmer was betrayed by a kid half his size and a broken pinky promise.,,was betrayed,,exact,passive verb phrase complete,passive,False,Chudák sedliak,,3sg,sg,m,past,False,False,False,U,script,Chudák sedliak bol zradený chalanom o polovicu menším a porušeným malíčkovým sľubom.,bad_poor|poor_broke|children_kids|size_measurement|break_crack|break_smash|promise_swear,
927,sk,24,betray,B2,Wish clauses,"Farmár by si prial, aby nebol veril chlapcovi, ktorý sa pred pádom dozadu takto škerí.",The farmer wishes he hadn't trusted a kid who grins like that before a trust fall.,The farmer wishes he hadn't trusted a kid who grins like that before a trust fall.,,hadn't trusted,,exact,wish-clause verb phrase complete,active_agent,True,Farmár,ktorý,3sg,sg,m,present,False,False,False,R,model,"Farmár by si prial, aby on nebol veril chlapcovi, ktorý sa pred pádom dozadu takto škerí.",children_kids|smile_grin|like_enjoy|like_such_as|in_front_of_before|collapse_give_way|decrease_fall|fall_drop,
40700,sk,3286,log,B1,1. Conditional,"Ak sa čoskoro vráti do zrubu, dnes večer bude pri ohni v teple.","If she gets back to the log cabin soon, she will be warm by the fire tonight.","If she gets back to the log cabin soon, she will be warm by the fire tonight.",,will be,,exact,result-clause verb correctly spanned,active_prodrop,False,,,3sg,sg,,future,False,False,False,R,model,"Ak sa čoskoro vráti do zrubu, dnes večer ona bude pri ohni v teple.",arrive_come|become_get|buy_get|fetch_go_get|get_back_return|get_obtain|get_receive|understand_get|back_rear|get_back_return|soon_shortly|fire_flame|tonight_this_evening,
13666,sk,1179,collar,A1,HAVE GOT,Jeho biela košeľa má jeden veľký golier.,His white shirt has got one big collar.,His white shirt has got one big collar.,,has got,,exact,full verb phrase already,active_agent,True,Jeho biela košeľa,,3sg,sg,f,present,False,False,False,U,script,Jeho biela košeľa má jeden veľký golier.,arrive_come|become_get|buy_get|fetch_go_get|get_obtain|get_receive|understand_get|big_large,
13677,sk,1179,collar,A2,Present or Past Simple,"Teraz nosí golier dole, ale predtým ho mal hore.","He wears his collar down now, but he wore it up before.","He wears his collar down now, but he wore it up before.",,wears,,exact,main verb correctly spanned,active_prodrop,False,,,3sg,sg,m,present,False,False,False,R,model,"Teraz on nosí golier dole, ale predtým ho mal hore.",wear_put_on|now_right_now|wear_put_on|in_front_of_before,
34876,sk,2701,ruin,A1,Present Simple,"Každá vlna ničí tvoj hrad, ale ty si taký pokojný. Rešpekt.","Every wave ruins your castle, but you are so calm. Respect.","Every wave ruins your castle, but you are so calm. Respect.",,ruins,,exact,main verb correctly spanned,active_agent,True,Každá vlna,,3sg,sg,f,present,False,False,False,U,model,"Každá vlna ničí tvoj hrad, ale ty si taký pokojný. Rešpekt.",wave_signal|destroy_ruin|ruin_spoil|calm_peaceful_quiet|calm_relaxed|peace_quiet,
34879,sk,2701,ruin,A2,Past Simple,Pred hodinou vlny zničili jeho vysoký hrad z piesku.,An hour ago the waves ruined his tall sandcastle.,An hour ago the waves ruined his tall sandcastle.,,ruined,,exact,past simple verb correct,active_agent,True,vlny,,3pl,pl,f,past,False,False,False,U,script,Pred hodinou vlny zničili jeho vysoký hrad z piesku.,wave_signal|destroy_ruin|ruin_spoil|tall_high,
41327,sk,3346,pace,B1,Relative clauses,"Tempo, ktoré držíš na tých schodoch, je úprimne neskutočné.",The pace that you keep on those steps is honestly unreal.,The pace that you keep on those steps is honestly unreal.,,is,,adjusted,"relative pronoun, not verbal",active_agent,True,Tempo,,3sg,sg,n,present,False,False,False,U,script,"Tempo, ktoré držíš na tých schodoch, je úprimne neskutočné.",hold_stay_still|keep_continue|keep_hold|keep_store|stairs_steps|honest_truthful,
